PCA1,PCA2,PCA3,PCA4,PCA5,pleasant_weather,V_answers
1.1786390139459566,-1.522078921491914,-1.7021809958225778,1.2400822155879794,0.9300338319216255,0,0
1.5959003563309446,0.26097496772007533,-2.070249819685616,0.719719534896428,0.38994651959809956,0,0
1.2986044049355774,-1.3332886947480926,-0.06509160172049265,0.32458669161948633,-0.2955256222680421,0,0
0.9689899431203153,-2.0139360647911726,-0.7149978761204552,-0.3754987640260664,-0.4705274978493417,0,0
1.6802073730713796,-1.1461197665517187,-1.619359892747365,-1.4393249348966308,-0.19992770330047482,0,0
0.6279974449847496,-1.7943422091977967,-1.003330588021045,-0.3351809521814288,-0.7269256842130709,0,0
1.8579271532223305,-0.8122526862481311,-1.0725427095062843,-0.4271368747263932,-0.5757535208027362,0,0
0.9542574481134124,-3.030189824594711,-0.06587784950488486,0.1973912031967207,-0.8746628529788227,0,0
0.39108276387692853,-2.3391322517967628,-0.7002339967909081,1.3453526654605572,-0.11227416757401457,0,0
1.97568023009237,-0.2062256701389228,-1.8943808232259038,1.6014018138029649,0.6593639556092681,0,0
3.6213245894820267,1.3490463849205112,-0.40844598815774324,1.5525254783796136,0.9191286378227226,0,0
1.9187079025897804,-0.846732304748751,-1.624433680775876,0.7819770965123196,0.09751874356969906,0,0
0.5069763044406135,-3.320045615362766,-0.31231633642327605,0.9212607052349794,-0.8643632312633855,0,0
-0.14955314652178017,-3.7494966676859396,0.1531899296241122,1.5480371046113546,-0.6768222097913978,0,0
-0.1505923775145677,-5.337446326588841,0.5435245809889848,2.52736771142593,0.7073698901127283,0,0
0.41080392675664335,-4.152536033572726,-0.5138553160190096,3.0060931522624252,0.8466100291113665,0,0
-0.13308536869428056,-3.3515034662789183,-0.06286253945999024,2.822377235397346,1.6157353266272447,0,0
1.6110335810627006,-2.5866385520431687,-2.177704892668014,3.032128813817121,2.1388291735075273,0,0
2.072593842159963,-2.0914380631653335,-2.9891672583846085,2.9766727109581463,1.5551587629474448,0,0
1.2022805460023447,-1.3924672303900907,-1.7803766514244774,2.6315600291255317,0.902472568059407,0,0
0.2884752527792378,-1.9607235955927678,-0.9607518352364959,2.450201191170836,0.06977029760388212,0,0
0.8292040097458822,-2.01919569986377,-1.476541396841439,1.9714232627196133,-1.0177320563484293,0,0
0.5213802038602809,-2.342352322493654,-0.8070804926262509,1.7324548086344265,0.597658906461082,0,0
0.9645842777108369,-2.6990554979727284,-1.3532776565835503,1.6749108345946948,1.42410195335198,0,0
-0.1255161516055902,-3.964277732567478,0.3085236790586279,1.6624916167150288,2.2249910154780634,0,0
1.5497069970679034,-3.4163235709346713,-1.8785528333032733,1.9130489510516238,0.4018119287109536,0,0
2.0144636918418244,-2.030110905992965,-1.8471743057620233,1.7306045503185006,-0.15849828587203146,0,0
2.405434304557049,-0.6648921596988491,-1.7534362568441209,0.3768856177908566,0.7743411644098059,0,0
1.2643028199639,0.584173485614798,-2.2629981143725435,-0.16646176809908236,0.39464607009849456,0,0
0.9741441289111036,0.8843819474824627,-1.751597567473282,0.3937118820435596,-0.48505774801919804,0,0
1.7229512502466828,1.0183541126000404,-1.5923973531284763,0.5937953180699301,-0.025891448290624425,0,0
1.0327647916733274,0.4036409841100315,-1.8606285533420948,-0.06801518420526714,-0.7371098255118278,0,0
0.7888972290363303,-1.2148741069979199,-1.2667195913849845,1.232599668300708,-1.4314924073305444,0,0
1.7401553468010402,0.5163753753159401,-2.019132534022379,1.894812741037891,0.9028351893418385,0,0
1.1884356182770626,1.0255277846909692,-2.2180080901172237,1.4543999608566123,0.7454880013528364,0,0
1.3349460319001587,0.8629196935241934,-1.7837348315024617,0.8144495159058158,0.6888558190032805,0,0
2.1127356886076654,-0.27193257775065505,0.11134959541174855,-0.09659363241703128,-0.25402122712617636,0,0
1.56179361880489,-0.6712556806024607,-0.832268457456667,-0.5613783947394535,-1.0071739265604218,0,0
0.14855730066436962,-1.5639528927024637,-0.3177205149318555,-0.7657282517218346,-0.9787618811401368,0,0
