PCA1,y,V_answers
1.1786390139459566,0,0
1.5959003563309446,0,0
1.2986044049355774,0,0
0.9689899431203153,0,0
1.6802073730713794,0,0
0.6279974449847496,0,0
1.8579271532223305,0,0
0.9542574481134123,0,0
0.39108276387692853,0,0
1.9756802300923701,0,0
3.6213245894820267,0,0
1.9187079025897804,0,0
0.5069763044406134,0,0
-0.14955314652178017,0,0
-0.15059237751456747,0,0
0.41080392675664323,0,0
-0.13308536869428078,0,0
1.6110335810627006,0,0
2.072593842159963,0,0
1.2022805460023447,0,0
0.2884752527792377,0,0
0.8292040097458822,0,0
0.521380203860281,0,0
0.964584277710837,0,0
-0.1255161516055901,0,0
1.5497069970679034,0,0
2.0144636918418244,0,0
2.405434304557049,0,0
1.2643028199639,0,0
0.9741441289111036,0,0
1.722951250246683,0,0
1.0327647916733274,0,0
0.7888972290363303,0,0
1.7401553468010402,0,0
1.1884356182770628,0,0
1.3349460319001587,0,0
2.1127356886076654,0,0
1.56179361880489,0,0
0.14855730066436962,0,0
1.3562850889692348,0,0
0.37832619736710216,0,0
0.7625468328979704,0,0
0.8515197962665144,0,0
1.285676799557254,0,0
1.3130166112735302,0,0
1.7010264757743685,0,0
1.387127966464809,0,0
1.6592957203109282,0,0
0.8046866761780729,0,0
-0.4713686791416736,0,0
1.9642163572475073,0,0
2.306611339372129,0,0
1.6930549192497066,0,0
1.036608207912818,0,0
1.4680904670113666,0,0
-0.36012075497391494,0,0
3.612019559841555,0,0
1.8035045986553238,0,0
1.1881064377427444,0,0
1.1835284803200856,0,0
-0.6340692900532843,0,0
2.0977652866611027,0,0
-0.4178928842930947,0,0
-0.6644740403942868,0,0
1.3475457772478552,0,0
1.0000834929829319,0,0
1.160747719636416,0,0
0.7583498386797509,0,0
0.6027030464084242,0,0
-0.2670847632387332,0,0
-0.3412181542669134,0,0
-0.34676520983108594,0,0
-0.37314153827084273,0,0
-0.0648047518121388,0,0
0.8205224688009188,0,0
0.6374708401795578,0,0
0.6886017086072563,0,0
0.49726778400601457,0,0
0.12768057430613358,0,0
-0.4620556937059359,0,0
0.7630690047962045,0,0
0.6987135262086788,0,0
1.191301184923507,0,0
1.4992028316504844,0,0
0.22144852412171837,0,0
0.002101658116494959,0,0
-1.8536691849965254,0,0
-0.36229287956579914,0,0
-1.3619436470587007,0,0
-1.5041999234479766,0,0
1.471444497617476,0,0
-0.5324683522868415,0,0
1.366925145723609,0,0
-0.3673900199591118,0,0
-1.4849496476938706,0,0
-1.0323128437501514,0,0
-1.2657550192804297,0,0
-1.5039168369378706,0,0
-1.1205538702012112,0,0
-2.176437505829273,0,0
-0.2830540415138698,0,0
0.9227246759296783,0,0
1.107961516112453,0,0
0.3183688320046333,0,0
-1.2274228353845915,0,0
1.7895627340314455,0,0
-0.2430657697841919,0,0
0.5235990274091975,0,0
-1.3639951720415988,0,0
1.2247240786748594,0,0
-0.2745910773532958,0,0
-0.480951959677827,0,0
0.20856354270471097,0,0
1.625198551745519,0,0
-0.4823841001492488,0,0
1.3884196624721172,0,0
1.7470765456357635,0,0
0.8709670374492537,0,0
-0.11655301787930411,0,0
-1.192312039286752,0,0
-1.1420061853878072,0,0
-1.9458008863441079,0,1
-3.089287013009407,0,1
-3.09190581205346,0,1
-1.5327015620439193,0,0
0.5601168385967686,0,0
0.33144842588297496,0,0
-2.6710748915180655,0,0
-1.1528617984056906,0,0
-1.2652185845068096,0,0
-3.9794918527305803,0,1
-0.6482429558825862,0,0
0.5554975370980295,0,0
-0.4239502318917624,0,0
-1.3375790867694413,0,0
0.6142538164846604,0,0
0.8329335716443362,0,0
0.3081497654360842,0,0
-0.29910661947764117,0,0
0.4257788366663029,0,0
-0.2709841401630324,0,0
-0.27990915530876226,0,0
1.5405176012603867,0,0
-1.5927343810818935,0,0
-1.7241476037350807,0,0
-1.144942398629366,0,0
-0.8441923000337901,0,0
-0.4520940103793074,0,0
-1.9718749092978387,0,0
-0.7809278392374271,0,0
-2.5738708014612444,0,0
2.798367372074907,0,0
0.5441164914896235,0,0
-0.11676724130372351,0,0
-0.06356331875934498,0,0
-2.2377349998631244,0,0
-1.7073314061959275,0,0
-2.5154545602886293,0,0
2.9051556187226306,0,0
-1.2567615127595908,0,0
-2.121207184312714,0,0
-0.8762471841691567,0,0
0.20098785057062002,0,0
0.16566512424502422,0,0
-0.8670772501842341,0,0
0.013695989000608838,0,0
-1.7329654319825156,0,0
-3.298554659635126,0,0
-0.7987428467971848,0,0
-2.9620153108938427,0,1
-0.5143388008325668,0,0
1.5444148498649757,0,0
1.2783048461077549,0,0
-0.2744067779960033,0,0
-0.9877528050620284,0,0
-0.5091313067588246,0,0
-1.8355178348546124,0,0
-2.5022939778581055,0,1
-3.84158982634801,0,1
-2.3157711328244326,0,1
-2.1679759503279534,0,1
-0.014017373160042257,0,0
-1.1122875062429045,0,1
-0.38062648218677453,0,0
-0.7684134686395396,0,0
-2.594859506096273,0,1
-1.3551593206478798,0,0
-2.951929880684584,0,1
-2.1971424135961937,0,0
2.527773041579935,0,0
-0.14044272910486155,0,0
-2.313618735719817,0,0
-0.7749334133251253,0,0
-0.2701949403315419,0,0
-0.013845493098897904,0,0
0.6503465393394459,0,0
-1.1147989052590286,0,0
-0.987937781348471,0,0
-0.7984170577084415,0,0
-2.351889553560886,0,1
-3.4826204525034004,0,1
-3.2365867115658675,0,1
-3.9352213794797772,0,1
-3.991747749049457,0,1
-4.149261220844505,0,1
-1.2885430860924196,0,1
-2.5638480676127524,0,0
0.18281965895543795,0,0
-0.48136198871476954,0,0
-1.7359282072268607,0,0
-1.7805654048711943,0,0
0.576286540783028,0,0
-0.5914279202080182,0,0
0.26708389263977433,0,0
-0.27662016181116833,0,0
-0.7838006672374266,0,0
0.2271534557153101,0,0
-0.0634619669550803,0,0
-0.3091271285084449,0,0
-0.6843916580856679,0,0
0.627372825195942,0,0
-0.1615248280429563,0,0
-1.3179310228738348,0,0
-0.21071914350647894,0,0
-1.892102578668028,0,0
-0.08526557708996826,0,0
-1.4995519669507558,0,0
-2.404490142426082,0,0
-1.9307825280048554,0,0
-2.0094225816820064,0,0
-2.13108334207702,0,0
-2.5799908991312543,0,0
-2.2555718577161845,0,0
-0.8083470832333941,0,0
-1.3935696069745944,0,1
-3.4781526992347582,0,1
-3.9979689929286093,0,1
-0.16089968229395257,0,0
-1.0904849250603896,0,0
-1.3983326766604456,0,0
-1.100671063881073,0,0
-1.404934827042841,0,1
-1.2176637040588059,0,0
-1.005123760393068,0,0
-1.0515370766102528,0,0
-1.5334704888192165,0,1
-2.337463992347262,0,0
0.2685851069896757,0,0
-0.06786539724481955,0,0
-0.9149899159539625,0,0
-0.03143815973059681,0,0
-0.7596259299945741,0,0
0.6445305324952052,0,0
-1.434312757308198,0,0
0.03106158478939989,0,0
-0.01738055355141359,0,0
0.3160047121767451,0,0
-0.25689131139013366,0,0
-1.63658647420686,0,0
0.08920837871396003,0,0
1.4355338085355038,0,0
-1.3794788668637112,0,0
-0.1740869420860691,0,0
-0.2935772966535477,0,0
-0.0073496769813409385,0,0
-0.3214057192400147,0,0
0.05713527040782508,0,0
-1.793619853684288,0,0
-0.0972011016334128,0,0
1.3062872455713699,0,0
0.4700370889666585,0,0
1.3780287735952677,0,0
-0.09403015645592477,0,0
-0.07920962502991952,0,0
1.1628681621922965,0,0
0.7821143777137465,0,0
0.8632623891722472,0,0
1.603141322620902,0,0
-1.2483557234102152,0,0
0.6506824173016575,0,0
-0.3810090261709287,0,0
0.691738583281227,0,0
0.8245679000364767,0,0
1.6513132181499022,0,0
1.6091846207849063,0,0
0.14263599488607487,0,0
2.161405921385522,0,0
-0.49409672735022736,0,0
1.1814675827746666,0,0
-0.6210293262073072,0,0
3.142318144779541,0,0
-0.5748998562218253,0,0
0.8808759397997892,0,0
-0.9507536625808682,0,0
0.38193596955648246,0,0
3.213730672203068,0,0
0.24303841171725118,0,0
2.1266562027133578,0,0
-0.4303871817928565,0,0
4.10027462290255,0,0
-0.17380609177487633,0,0
1.9354156038708952,0,0
4.060194945896658,0,0
1.7923265418863163,0,0
0.8094712319789458,0,0
1.2598824202119039,0,0
1.602689411704919,0,0
0.07022751856603274,0,0
1.379621241677677,0,0
3.6119655680162532,0,0
1.9287260065766663,0,0
1.1684214329375326,0,0
0.2409225366051511,0,0
0.22288231072720963,0,0
2.1806588264638536,0,0
1.241036942641899,0,0
1.5060352450122334,0,0
1.656032754768623,0,0
0.8011118331032853,0,0
2.23913762613928,0,0
0.4464545321450256,0,0
1.3143028093006648,0,0
1.7486013968883583,0,0
0.8797515280189498,0,0
0.5844528543919884,0,0
2.8190147560459624,0,0
1.1274750637236652,0,0
1.3017944279923912,0,0
2.554100738843639,0,0
3.580611871512163,0,0
1.1482919935335438,0,0
1.937047114889765,0,0
3.1731476734131467,0,0
1.7835102270101622,0,0
4.814848103823522,0,0
2.1681433048064664,0,0
1.3441963389404539,0,0
3.0459413584059547,0,0
2.4576047058984734,0,0
1.0897774644904927,0,0
1.1576889023867987,0,0
1.623531950479923,0,0
1.6873738419704185,0,0
2.3083947978045583,0,0
2.309350757397435,0,0
1.5305752617234614,0,0
2.8996750544883576,0,0
1.0074879827322503,0,0
0.9755682033067724,0,0
1.8946218665762926,0,0
0.8854953235076948,0,0
3.0823407526469104,0,0
2.015628683005482,0,0
1.627093465814953,0,0
0.703182645846978,0,0
0.9440994604882041,0,0
0.4139344217876606,0,0
1.3227839112397375,0,0
1.894304661504822,0,0
1.3288079066974712,0,0
1.7590509459319608,0,0
2.3278376149625872,0,0
2.544751207987195,0,0
1.00336282599182,0,0
4.148411810215341,0,0
4.782383836944627,0,0
2.776310795341367,0,0
1.2201842805544667,0,0
2.6549475872827952,0,0
1.4074198009967325,0,0
1.6161672879968347,0,0
1.536257811451069,0,0
0.32171696548315043,0,0
1.4722114193436742,0,0
1.596510962216523,0,0
1.266399743459853,0,0
0.7714629347290147,0,0
1.1486648399721775,0,0
1.0225972430265882,0,0
-0.42939953086517557,0,0
1.0857443406650344,0,0
1.4189165148782747,0,0
1.0117410137449396,0,0
0.22584847580046,0,0
1.343057895742309,0,0
2.8313887598088234,0,0
2.4203124759628176,0,0
2.9262461735389067,0,0
2.491666195998971,0,0
1.2306078568547993,0,0
2.5097838111462334,0,0
1.106797023087003,0,0
2.2553634181534505,0,0
0.25571882214955954,0,0
2.1597654972744182,0,0
0.7606074481000078,0,0
1.5037729290058879,0,0
0.08642698287068877,0,0
1.936321851902625,0,0
3.3837948630527204,0,0
1.8657276068055446,0,0
1.978911772627078,0,0
2.4596241254679505,0,0
1.2417584397880412,0,0
-0.06267988519317616,0,0
3.394072845812707,0,0
1.6526580303492155,0,0
2.267575682502222,0,0
-0.7509993395367938,0,0
-0.14000437866929277,0,0
0.4634076055749443,0,0
-0.3178551954902019,0,0
-0.11361125477407716,0,0
0.3639403300792874,0,0
0.4149025408925304,0,0
0.8424973398790032,0,0
1.0299639238378109,0,0
1.2094866924559602,0,0
0.5235601907201519,0,0
0.6187428411032377,0,0
-0.5404400994051852,0,0
1.9334148843118777,0,0
1.7355731694669412,0,0
-0.13565552285485494,0,0
-0.449863294846199,0,0
-0.6164747741092717,0,0
-0.660651186131918,0,0
-0.2603289821043395,0,0
1.5102090151815946,0,0
-0.3289160092566651,0,0
4.1390235738645496,0,0
1.2474328122966805,0,0
1.0345491880049869,0,0
1.8469572665656835,0,0
1.020207143693944,0,0
0.8905408877329838,0,0
1.2188469664512112,0,0
-0.17314651474328355,0,0
0.8278695337230478,0,0
2.3417109257110855,0,0
1.5167738835994338,0,0
1.348095181152872,0,0
-0.3451351538875159,0,0
1.0547408364882045,0,0
1.3320630280408976,0,0
1.225953091722844,0,0
1.2093180588447014,0,0
0.7332613711330391,0,0
-0.06688519949914346,0,0
0.3520034284855428,0,0
1.9883282063499927,0,0
-0.0966391868824985,0,0
0.38329596628389506,0,0
-0.48192073438914285,0,0
1.8360073267992623,0,0
-0.42630860595786124,0,0
1.3315666059586313,0,0
0.07518327229035089,0,0
0.4013749160978637,0,0
0.3745954619844093,0,0
1.1403677220071682,0,0
1.0539718423137276,0,0
0.11162600531764624,0,0
2.4554058295360663,0,0
-0.23391576549530294,0,0
-1.13656423065812,0,0
1.1349713826229209,0,0
1.3086119165348042,0,0
0.25936330295084153,0,0
-0.406862741018056,0,0
-0.07978033643583307,0,0
-0.17075638094250223,0,0
0.5266557335063446,0,0
-0.19346860743266872,0,0
-0.9687162178707124,0,0
-1.0204572220239354,0,0
2.975185878566078,0,0
-1.281724145206853,0,0
1.0747814679175927,0,0
1.6455455706587532,0,0
-0.1571855075975449,0,0
-1.725592478314407,0,0
1.0632901381506765,0,0
0.2546287892955892,0,0
-0.8704182538183444,0,0
-1.2838240251017163,0,0
-2.171716589536358,0,0
-0.7464170073518508,0,0
-1.5220289374343345,0,0
-0.2569848846592827,0,0
-1.263278657999263,0,0
-2.332722554211386,0,0
-1.7243967044276711,0,0
-2.1261382226004493,0,0
-0.28848206682919797,0,0
-1.3446196297715802,0,0
-1.2566508584458285,0,1
-3.602456248671188,0,1
-1.815108382012107,0,0
-1.739688783113992,0,0
-1.7976726837952637,0,0
0.36260375211161444,0,0
-1.752985731437399,0,0
-1.2449719960584809,0,0
-1.4090350189524412,0,0
-1.839029324885658,0,0
-3.6540781813254055,0,1
-4.412841695525258,0,1
-3.782899053260544,0,1
-2.637618548933858,0,0
0.5707905566458548,0,0
0.6758005698662671,0,0
0.7632758035403931,0,0
-2.1084678122354332,0,0
-0.5075664437845362,0,0
-1.8265523864297395,0,0
-1.2790537809602198,0,0
-0.9459997646090276,0,0
-1.6812925221187844,0,0
-3.1817062608845714,0,0
-1.569031046995309,0,0
-1.666425050281121,0,0
-0.5020500453872205,0,0
-2.053777008851111,0,0
-2.577615205122153,0,0
-1.2612469189076894,0,0
-1.3835264621470804,0,0
-0.7327215361529562,0,0
0.1833325291129845,0,0
-0.5000112861972554,0,0
0.16127651733650614,0,0
-0.621848612833268,0,0
-0.23327462293425075,0,0
-2.3109494549851797,0,0
0.9281905930394434,0,0
0.36581520279748936,0,0
-1.8822180694866275,0,0
-2.630238941880783,0,0
-0.5611781771617826,0,0
-0.7809937567811395,0,0
-2.3462416641159125,0,0
-2.5754136490788313,0,1
-1.6155122570094063,0,0
-1.2344147094527829,0,0
1.2763460136850595,0,0
-1.6095627894237,0,0
-1.7081036268344703,0,1
-2.128844855696877,0,1
-1.1525190251862123,0,0
-0.3823282641702265,0,0
-0.9653010295624219,0,0
-3.1593182824573263,0,1
-2.782191771346213,0,1
-1.3805491703976631,0,0
-1.8299624742964764,0,0
-0.5825742012168682,0,0
-1.316800405959919,0,0
-1.457363675238258,0,0
-0.5645647258108701,0,0
-0.9300701636687266,0,0
-1.4789610353373253,0,0
-2.013018735247565,0,0
0.8986473479030984,0,0
0.47406729293575556,0,0
-2.569899217026445,0,0
-1.431847941750184,0,0
-0.21614988221075684,0,0
-0.599915138965046,0,0
-0.7456409116328424,0,0
-0.30122977824251174,0,0
-2.091819337157233,0,0
-1.4691203102494816,0,0
-1.8566959683184552,0,1
-3.0819796286774475,0,1
-3.0632732717229083,0,1
-1.4182450602648928,0,0
-1.057345944904809,0,0
-3.365514902419815,0,1
-1.3201714724158158,0,0
-1.4592395773589475,0,0
-2.1492358344480493,0,0
-1.6068492199472935,0,0
-0.5444774364514985,0,0
-0.476225142903843,0,0
-1.9661906818480623,0,0
-1.6836390033193533,0,0
-3.1218653037484794,0,0
0.6654183814275872,0,0
0.5486605342956711,0,0
0.5052495864385916,0,0
0.8625286428479275,0,0
0.750502417199711,0,0
-1.1664050040385776,0,0
-2.157710155898681,0,1
0.7262447547941667,0,0
0.24809416026661096,0,0
-1.1478653117097437,0,0
1.6860761757920277,0,0
-1.7891170241327645,0,0
-2.0925418180166577,0,0
-2.079585497180414,0,1
-1.8646640490357498,0,0
-2.467054457565545,0,1
-3.075172652851099,0,1
-2.8797408858046456,0,1
-2.9049647519082034,0,1
0.10143233781775343,0,0
-1.4294957176944176,0,0
-0.9493769759116569,0,0
0.13709227619710154,0,0
-0.2679468763387248,0,0
-0.5049229204465366,0,0
-0.5274954875736818,0,0
0.01208145688962036,0,0
-1.747935676966782,0,0
-0.7092774478453603,0,0
-0.8514392056374285,0,0
-2.243094194280602,0,0
-2.24941251820455,0,0
-0.7220760288923068,0,0
-0.19587475426232817,0,0
-0.2461719830893254,0,0
-0.5759655148777989,0,0
-1.2079838411468784,0,0
-1.7409165562406952,0,0
-1.8984863229250475,0,0
-2.275807670546288,0,0
